_id,151a
ge339106,Praha-Plzeň-Řezno (cyklistická trasa)
ge339107,Bukovník (Česko)
ge339108,"Malinec (Kbel, Plzeň-jih, Česko)"
ge339109,Mníšek pod Brdy (Česko : oblast)
ge339110,"Skalka (Mníšek pod Brdy, Česko)"
ge339111,"Zdebořice (Plánice, Česko)"
ge339112,Arosa (Švýcarsko)
ge339113,Graubünden (Švýcarsko)
ge339114,"Zbyslav (Plánice, Česko)"
ge339115,"Ostrov u Stříbra (Kostelec, Tachov, Česko)"
ge339116,"Smolov (Mrákov, Česko)"
ge339117,Smolovský rybník (Česko)
ge339118,"Tichileşti (Tulcea, Rumunsko)"
ge339119,"Ostrov (Horažďovice, Česko : park)"
ge339120,Neuměř (Česko)
ge339121,Březový rybník (Česko)
ge339122,"Břízsko (Kozojedy, Plzeň-sever, Česko)"
ge339123,Rožďalovické rybníky (Česko : ptačí oblast)
ge339124,"Damíč (Soběšice, Klatovy, Česko)"
ge339125,"Nová Hospoda (Plzeň, Česko)"
ge339126,Úslava (Česko : řeka)
ge339127,Konin (Polsko)
ge339128,Dobršín (Česko)
ge339129,"Lochotínská ulice (Plzeň, Česko)"
ge339130,"Manětínská ulice (Plzeň, Česko)"
ge339131,Plzeň-Praha (Česko : železniční trať)
ge339132,Přírodní rezervace Nový rybník (Česko)
ge339133,Líně (Česko : oblast)
ge339134,Zbůch (Česko : oblast)
ge339135,"Borská pole (Plzeň, Česko)"
ge339136,"Kilometrovka (Plzeň, Česko : přírodní památka)"
ge339137,"Borský park (Plzeň, Česko)"
ge339138,"České údolí (Plzeň, Česko : rekreační oblast)"
ge339139,Myslív (Česko : oblast)
ge339140,Kovčínský rybník (Česko)
ge339141,Kovčín (Česko)
ge339142,Kovčín (Česko : oblast)
ge339143,Baja (Maďarsko)
ge339144,Šídlovský rybník (Česko)
ge339145,Trubecký (Česko : rybník)
ge339146,"Jezevčí skála (Brdy, Česko : hora)"
ge339147,"Bzí (Švihovská pahorkatina, Česko : hora)"
ge339148,"Reinach (Aargau, Švýcarsko)"
ge339149,"Reinach (Basilej, Švýcarsko)"
ge339150,D5 (Česko : dálnice)
ge339151,Barendrecht (Nizozemsko)
ge339152,"Neumarkt (Drážďany, Německo)"
ge339153,Eibentál (Rumunsko)
ge339154,Wad Ben Naga (Súdán : archeologická lokalita)
ge339155,Svatá Helena (Rumunsko)
ge339156,Lubková (Rumunsko)
ge339157,Bígr (Rumunsko)
ge339158,Berzáska (Rumunsko)
ge339160,Oršava (Rumunsko)
ge339161,Pitcairnovy ostrovy (souostroví)
ge339164,Pitcairn (ostrov)
ge339293,Jantarová stezka Brno - Vídeň (cyklistická trasa)
ge339294,Leoben (Rakousko)
ge339295,Burghausen (Německo)
ge339296,Altötting (Německo : oblast)
ge339297,Höxter (Německo)
ge339298,Höxter (Německo : oblast)
ge339299,Ločenice (Česko)
ge339300,Lodhéřov (Česko)
ge339301,"Lom (Tábor, Česko)"
ge339302,"Lom (Strakonice, Česko)"
ge339303,"Lomec (Strážkovice, České Budějovice, Česko)"
ge339304,"Lomy (Člunek, Česko)"
ge339305,"Loučej (Křemže, Česko)"
ge339306,"Lštění (Radhostice, Česko)"
ge339307,"Lutová (Chlum u Třeboně, Česko)"
ge339308,"Lužice (Prachatice, Česko)"
ge339309,Mačkov (Česko)
ge339310,Mahouš (Česko)
ge339311,"Malče (Besednice, Česko)"
ge339312,"Malé Chrášťany (Sedlec, České Budějovice, Česko)"
ge339314,"Maletice (Protivín, Česko)"
ge339315,"Marčovice (Předslavice, Česko)"
ge339316,"Markvarec (Český Rudolec, Česko)"
ge339317,"Markvartice (Zubčice, Česko)"
ge339318,"Maršov (Studená, Jindřichův Hradec, Česko)"
ge339319,"Maršov (Malšice, Česko)"
ge339320,"Maříž (Slavonice, Česko)"
ge339321,Mazelov (Česko)
ge339322,Mažice (Česko)
ge339323,Mečichov (Česko)
ge339324,Měkynec (Česko)
ge339325,"Měšice (Tábor, Česko)"
ge339326,"Metly (Předmíř, Česko)"
ge339327,Předmíř (Česko)
ge339328,"Mezilesí (Čížkrajíce, Česko)"
ge339329,"Mezimostí (Veselí nad Lužnicí, Česko)"
ge339330,"Mezipotočí (Kájov, Česko)"
ge339331,"Meziříčí (Malonty, Česko)"
ge339332,"Meziříčí (Tábor, Česko)"
ge339333,"Michnice (Rožmitál na Šumavě, Česko)"
ge339335,"Milenovice (Protivín, Česko)"
ge339336,Miloňovice (Česko)
ge339337,"Minice (Písek, Česko)"
ge339377,"Strážkovice (České Budějovice, Česko)"
ge339379,Zubčice (Česko)
ge339380,Předslavice (Česko)
ge339381,Chyšná (Česko)
xx0043283,Nelson (Nový Zéland)
ge339399,Altötting (Německo)
ge339403,Korábská vrchovina (Česko)
ge339425,"Mladějovice (Čejetice, Strakonice, Česko)"
ge339426,"Mladotice (Drhovle, Česko)"
ge339427,"Mladotice (Kraselov, Česko)"
ge339428,"Mláka (Novosedly nad Nežárkou, Česko)"
ge339429,"Mlýny (Tábor, Česko)"
ge339430,"Mnich (Nová Bystřice, Česko)"
ge339431,"Mnichov (Strakonice, Česko)"
ge339432,"Mnichovice (Loučovice, Česko)"
ge339433,"Modlenice (Vimperk, Česko)"
ge339434,"Modlešovice (Strakonice, Česko)"
ge339435,Modrá Hůrka (Česko)
ge339436,"Mohuřice (Slavče, České Budějovice, Česko)"
ge339437,"Mokrá (Černá v Pošumaví, Česko)"
ge339438,"Mokré (Litvínovice, Česko)"
ge339497,Novosedly nad Nežárkou (Česko)
xx0043320,Sophia-Antipolis (Francie)
xx0043325,Ramat Gan (Izrael)
ge339597,Neznašovská vrchovina (Česko)
ge339605,Béarn (Francie)
ge339608,Leutenberg (Německo)
ge339609,Leutenberg (Německo : oblast)
ge339610,Saalfeld (Německo : oblast)
ge339677,"Moravice (Frymburk, Český Krumlov, Česko)"
ge339678,"Mostky (Kaplice, Český Krumlov, Česko)"
ge339679,"Mozolov (Nadějkov, Česko)"
ge339680,"Mříč (Křemže, Česko)"
ge339681,"Munice (Hluboká nad Vltavou, Česko)"
ge339682,"Mutěnice (Strakonice, Česko)"
ge339683,Myslín (Česko)
ge339684,"Myšenec (Protivín, Česko)"
ge339685,"Myštice (Strakonice, Česko)"
ge339686,"Mýtiny (Nové Hrady, České Budějovice, Česko)"
ge339687,"Mýto (Hořice na Šumavě, Česko)"
ge339688,"Nahořany (Rodná, Česko)"
ge339689,"Nahořany (Čestice, Strakonice, Česko)"
ge339690,"Nahořany (Větřní, Česko)"
ge339691,"Nahošín (Doubravice, Strakonice, Česko)"
ge339692,"Nakolice (Nové Hrady, České Budějovice, Česko)"
ge339693,Nákří (Česko)
ge339694,Naučná stezka Historická krajina Netolicka (Česko)
ge339695,Borkovická blata (Česko : naučná stezka)
ge339696,Naučná stezka Cesta kolem Světa (Česko)
ge339697,Červené Blato (Česko : naučná stezka)
ge339698,Naučná stezka Po hrázích Vrbenských rybníků (Česko)
ge339699,"Naučná stezka Rudolfovo město I, II (Česko)"
ge339700,Sokolí hnízdo (Česko : naučná stezka)
ge339701,Veselské pískovny (Česko : naučná stezka)
ge339702,"Nasavrky (Tábor, Česko)"
ge339703,"Nažidla (Bujanov, Česko)"
ge339704,Nebahovy (Česko)
ge339705,Nebřehovice (Česko)
ge339706,Nedabyle (Česko)
ge339707,"Něchov (Trhové Sviny, Česko)"
ge339708,"Nekrasín (Jarošov nad Nežárkou, Česko)"
ge339709,"Nemanice (České Budějovice, Česko)"
ge339710,"Němčice (Strakonice, Česko)"
ge339711,"Němčice (Prachatice, Česko)"
ge339712,"Nemějice (Slabčice, Česko)"
ge339713,Neplachov (Česko)
ge339714,"Nepomuk (Jílovice, České Budějovice, Česko)"
ge339715,Nerestce (Česko)
ge339716,"Nesměň (Ločenice, Česko)"
ge339717,"Netěchovice (Týn nad Vltavou, Česko)"
ge339718,"Netřebice (Český Krumlov, Česko)"
ge339719,Nevězice (Česko)
ge339720,Nišovice (Česko)
ge339721,"Nová Hlína (Třeboň, Česko)"
ge339722,"Nová Ves (České Budějovice, Česko)"
ge339723,"Nová Ves (Miloňovice, Česko)"
ge339724,Nová Ves nad Lužnicí (Česko)
ge339725,Nová Ves u Chýnova (Česko)
ge339726,Nová Ves u Mladé Vožice (Česko)
ge339801,"Nové Hodějovice (České Budějovice, Česko)"
ge339802,"Nové Homole (Homole, České Budějovice, Česko)"
ge339803,Nové Hutě (Česko)
ge339804,"Nové Kestřany (Štěkeň, Česko)"
ge339805,"Nové Spolí (Český Krumlov, Česko)"
ge339806,"Nové Údolí (Stožec, Česko)"
ge339807,"Nové Vráto (České Budějovice, Česko)"
ge339808,"Novosedly (Dívčice, Česko)"
ge339809,"Novosedly (Strakonice, Česko)"
ge339810,"Novosedly (Kájov, Česko)"
ge339811,"Nový Dvůr (Písek, Česko)"
ge339812,"Nový Dvůr (Zdíkov, Česko)"
ge339813,"Nový Svět (Borová Lada, Česko)"
ge339814,"Nový Svět (Český Rudolec, Česko)"
ge339815,"Nový Vojířov (Nová Bystřice, Česko)"
ge339816,"Nuzice (Týn nad Vltavou, Česko)"
ge339817,"Ohrazení (Ledenice, Česko)"
ge339818,"Ohrazeníčko (Ledenice, Česko)"
ge339819,"Ohrazenice (Volenice, Strakonice, Česko)"
ge339820,"Okrouhlá (Písek, Česko)"
ge339821,Okrouhlá Radouň (Česko)
ge339822,"Oldřichov (Dobev, Česko)"
ge339823,"Oldřichov (Tábor, Česko)"
ge339824,"Oldřiš (Blažejov, Česko)"
ge339825,"Olešná (Písek, Česko)"
ge339826,"Olšany (Studená, Jindřichův Hradec, Česko)"
ge339827,"Olší (Opařany, Česko)"
ge339828,Olšovice (Česko)
ge339829,"Oltyně (Opařany, Česko)"
ge339830,Omlenice (Česko)
ge339831,"Omlenička (Omlenice, Česko)"
ge339832,"Opalice (Kamenný Újezd, České Budějovice, Česko)"
ge339833,Opařany (Česko)
ge339834,"Osek (Písek, Česko)"
ge339835,Oslov (Česko)
ge339836,Ostrolovský Újezd (Česko)
ge339837,"Ostrovec (Písek, Česko)"
ge339838,"Otín (Jindřichův Hradec, Česko)"
ge339839,"Pamětice (Drhovle, Česko)"
ge339840,"Pasovary (Světlík, Český Krumlov, Česko : zaniklá obec)"
ge339841,"Světlík (Český Krumlov, Česko)"
ge339842,"Pašice (Pištín, Česko)"
ge339843,"Peckov (Vacov, Česko)"
ge339844,Peč (Česko)
ge339845,Pěčnov (Česko)
ge339846,"Pěkná (Nová Pec, Česko)"
ge339847,"Pětidomí (České Budějovice, Česko)"
ge339848,"Pernek (Horní Planá, Česko)"
ge339849,"Petrovice (Osek, Strakonice, Česko)"
ge339850,"Petrův Dvůr (Netolice, Prachatice, Česko)"
ge339901,Zdíkov (Česko)
ge339902,"Volenice (Strakonice, Česko)"
ge339937,Naučná cyklistická stezka Historická krajina Netolicka (Česko)
ge339939,Národní přírodní rezervace Červené blato (Česko)
ge339941,"Nasavrky (Chrudim, Česko : oblast)"
ge339942,Keltská stezka Železnými horami (Česko : naučná stezka)
ge339943,Mratínský potok (Česko : oblast)
ge339944,Mratínský potok (Česko)
ge339961,Tekovské Nemce (Slovensko)
ge339962,Čadské jezero
ge339963,"Petříkov (České Budějovice, Česko)"
ge339964,"Pikov (Borotín, Tábor, Česko)"
ge339965,"Písecká Smoleč (Slabčice, Česko)"
ge339966,Pístina (Česko)
ge339967,Pivkovice (Česko)
ge339968,"Plástovice (Sedlec, České Budějovice, Česko)"
ge339969,Plavsko (Česko)
ge339970,Pleše (Česko)
ge339971,"Plešovice (Zlatá Koruna, Česko)"
ge339972,"Podolí I (Písek, Česko)"
ge339973,"Podolí (Ratibořské Hory, Česko)"
ge339974,Ratibořské Hory (Česko)
ge339975,"Podolsko (Podolí I, Písek, Česko)"
ge339976,"Podsrp (Strakonice, Česko)"
ge339977,Pohnánec (Česko)
ge339978,Pohnání (Česko)
ge339979,Pohorovice (Česko)
ge339980,"Pohůrka (České Budějovice, Česko)"
ge339981,"Pole (Kadov, Strakonice, Česko)"
ge339982,"Políkno (Jindřichův Hradec, Česko)"
ge339983,Křídla (Česko)
ge339984,Polná na Šumavě (Česko)
ge339985,Polště (Česko)
ge339986,Přírodní park Poluška (Česko)
ge339987,Ponědraž (Česko)
ge339988,Ponědrážka (Česko)
ge339989,"Poněšice (Hluboká nad Vltavou, Česko)"
ge339990,"Pořešín (Kaplice, Český Krumlov, Česko)"
ge339991,"Pořežany (Žimutice, Česko)"
ge339992,"Poříčí (Boršov nad Vltavou, Česko)"
ge339993,Pracejovice (Česko)
ge339994,"Pravětín (Vimperk, Česko)"
ge339995,"Pražák (Vodňany, Česko)"
ge339996,"Prostřední Svince (Dolní Třebonín, Česko)"
ge339997,"Prostřední Vydří (Dačice, Česko)"
ge339998,"Prudice (Nemyšl, Česko)"
ge339999,"Předbořice (Kovářov, Písek, Česko)"
ge340000,Přední Výtoň (Česko)
ge340001,Přechovice (Česko)
ge340002,Přeštěnice (Česko)
ge340003,Přešťovice (Česko)
ge340004,Příbraz (Česko)
ge340005,Přísečná (Česko)
ge340006,"Přízeř (Rožmberk nad Vltavou, Česko)"
ge340007,"Purkarec (Hluboká nad Vltavou, Česko)"
ge340008,"Purkratice (Písek, Česko)"
ge340009,"Račov (Zdíkov, Česko)"
ge340010,"Radějovice (Strakonice, Česko)"
ge340011,"Radětice (Tábor, Česko)"
ge340052,"Podměstí (Ústí nad Orlicí, Česko)"
ge340103,České Budějovice 4 (Česko)
ge340415,Siena (Itálie : oblast)
ge340437,Radimovice u Tábora (Česko)
ge340438,"Radkov (Tábor, Česko)"
ge340439,"Radobytce (Mirotice, Česko)"
ge340440,"Radomilice (Dříteň, Česko)"
ge340441,"Radonice (Dolní Bukovsko, Česko)"
ge340442,"Radostice (Borovany, České Budějovice, Česko)"
ge340443,"Radostice (Kamenný Újezd, České Budějovice, Česko)"
ge340444,"Radošovice (České Budějovice, Česko)"
ge340445,"Radošovice (Strakonice, Česko)"
ge340446,"Radouňka (Jindřichův Hradec, Česko)"
ge340447,"Radvanov (Český Krumlov, Česko : zaniklá obec)"
ge340448,"Rájov (Zlatá Koruna, Česko)"
ge340449,"Rakov (Bernartice, Písek, Česko)"
ge340450,Rakovice (Česko)
ge340452,"Rataje (Tábor, Česko)"
ge340453,"Ratiboř (Jindřichův Hradec, Česko)"
ge340454,Ražice (Česko)
ge340455,"Rejta (Trhové Sviny, Česko)"
ge340456,"Rohanov (Chroboly, Česko)"
ge340457,"Rohanov (Vacov, Česko)"
ge340458,Roseč (Česko)
ge340459,"Rosička (Jindřichův Hradec, Česko)"
ge340460,"Rovná (Strakonice, Česko)"
ge340461,"Rozpoutí (Kaplice, Český Krumlov, Česko)"
ge340462,"Rožnov-sever (České Budějovice, Česko)"
ge340463,"Rožnov-jih (České Budějovice, Česko)"
ge340464,"Růžov (Ledenice, Česko)"
ge340465,Růžový Vrch (Česko : zaniklá obec)
ge340466,"Rybník (Dolní Dvořiště, Česko)"
ge340467,"Rybova Lhota (Skalice, Tábor, Česko)"
ge340468,"Rychnov u Nových Hradů (Horní Stropnice, Česko)"
ge340469,Rychnůvek (Česko : zaniklá obec)
ge340497,Zhejiang (Čína : provincie)
ge340545,"Josefov (Sokolov, Česko)"
ge340548,Hazor (Izrael)
ge340563,Wiesbaden (Německo)
ge340585,"Řasnice (Strážný, Česko)"
ge340586,"Řečice (Volfířov, Česko)"
ge340587,Volfířov (Česko)
ge340588,"Řečice (Blatná, Strakonice, Česko)"
ge340589,Řepice (Česko)
ge340590,"Řeteč (Mirovice, Česko)"
ge340591,Řípec (Česko)
ge340592,"Sedlce (Svatý Ján nad Malší, Česko)"
ge340593,"Sedlec (Temelín, Česko)"
ge340594,Sedlečko u Soběslavě (Česko)
ge340595,"Sedlice (Přídolí, Česko)"
ge340596,"Sedlíkovice (Čejetice, Strakonice, Česko)"
ge340597,"Sedlíkovice (Dolní Bukovsko, Česko)"
ge340598,"Sedlo (Číměř, Jindřichův Hradec, Česko)"
ge340599,"Sedlo (Komařice, Česko)"
ge340600,"Semice (Písek, Česko)"
ge340601,"Skaličany (Blatná, Strakonice, Česko)"
ge340602,"Skály (Strakonice, Česko)"
ge340603,"Skláře (Hořice na Šumavě, Česko)"
ge340604,Skopytce (Česko)
ge340605,"Skoronice (Bujanov, Česko)"
ge340606,"Skrýchov (Studená, Jindřichův Hradec, Česko)"
ge340607,Skrýchov u Malšic (Česko)
ge340608,"Skrýchov u Opařan (Opařany, Česko)"
ge340609,"Skřidla (Velešín, Česko)"
ge340610,Slaník (Česko)
ge340611,Slapsko (Česko)
ge340612,"Slapy (Tábor, Česko)"
ge340613,"Slatina (Přešťovice, Česko)"
ge340614,"Slavětice (Všemyslice, Česko)"
ge340615,"Slavkov (Bohdalovice, Český Krumlov, Česko)"
ge340616,"Slavošovice (Libín, České Budějovice, Česko)"
ge340617,"Slupečná (Lipno nad Vltavou, Česko)"
ge340618,"Slupenec (Český Krumlov, Česko)"
ge340619,Smilovy Hory (Česko)
ge340620,"Smrčná (Nová Bystřice, Česko)"
ge340621,"Smrhov (Soběnov, Česko)"
ge340622,"Smrkov (Jistebnice, Česko)"
ge340623,"Smrkovice (Písek, Česko)"
ge340624,"Smržov (Jindřichův Hradec, Česko)"
ge340625,"Sobědraž (Kostelec nad Vltavou, Česko)"
ge340626,Soběnov (Česko)
ge340627,"Soumarský Most (Volary, Česko)"
ge340628,Sousedovice (Česko)
ge340629,"Spálenec (Zbytiny, Česko)"
ge340630,"Spolí (Libín, České Budějovice, Česko)"
ge340631,"Spolí (Přídolí, Česko)"
ge340632,Srnín (Česko)
ge340633,Srubec (Česko)
ge340634,"Stálkov (Slavonice, Česko)"
ge340635,"Stará Hlína (Třeboň, Česko)"
ge340636,Staré Hobzí (Česko)
ge340745,Baku (Ázerbájdžán)
ge340748,"Jindřichovice (Sokolov, Česko)"
ge340770,Starovičky (Česko)
ge340771,Staré Hodějovice (Česko)
ge340772,"Staré Hutě (Horní Stropnice, Česko)"
ge340773,"Staré Sedlo (Stádlec, Česko)"
ge340774,Stehlovice (Česko)
ge340775,"Stradov (Komařice, Česko)"
ge340776,"Stradov (Omlenice, Česko)"
ge340777,"Straňany (Doudleby, České Budějovice, Česko)"
ge340778,"Strašice (Strakonice, Česko)"
ge340779,"Strážovice (Mirotice, Písek, Česko)"
ge340780,Strunkovice nad Volyňkou (Česko)
ge340781,Strýčice (Česko)
ge340782,"Střítež (Litochovice, Česko)"
ge340783,Litochovice (Česko)
ge340784,"Střížov (České Budějovice, Česko)"
ge340785,"Střížovice (Jindřichův Hradec, Česko)"
ge340786,"Studánky (Vyšší Brod, Česko)"
ge340787,"Studnice (Lodhéřov, Česko)"
ge340788,"Stupná (Křemže, Česko)"
ge340789,"Suchdol (Kunžak, Česko)"
ge340790,"Suché Vrbné (České Budějovice, Česko)"
ge340791,"Sudoměř (Čejetice, Strakonice, Česko)"
ge340792,Sudoměřice u Tábora (Česko)
ge340793,"Sumrakov (Studená, Jindřichův Hradec, Česko)"
ge340794,"Svachova Lhotka (Mirkovice, Český Krumlov, Česko)"
ge340796,"Svatonina Lhota (Frymburk, Český Krumlov, Česko)"
ge340797,"Svatý Tomáš (Přední Výtoň, Česko)"
ge340798,"Svébohy (Horní Stropnice, Česko)"
ge340799,"Světví (Horní Stropnice, Česko)"
ge340800,"Svinětice (Bavorov, Česko)"
ge340801,"Sviny (Tábor, Česko)"
ge340802,Svrabov (Česko)
ge340803,"Šalmanovice (Jílovice, České Budějovice, Česko)"
ge340804,"Šamonice (Předotice, Česko)"
ge340805,"Šebanov (Hořice na Šumavě, Česko)"
ge340806,Šebířov (Česko)
ge340807,"Šejby (Horní Stropnice, Česko)"
ge340808,"Šindlovy Dvory (Litvínovice, Česko)"
ge340809,Škvořetice (Česko)
ge340810,"Štěchovice (Strakonice, Česko)"
ge340811,"Štěpánovice (České Budějovice, Česko)"
ge340812,"Štětice (Ražice, Česko)"
ge340813,Šumavské Hoštice (Česko)
ge340814,Tálín (Česko)
ge340815,"Těchoraz (Vyšší Brod, Česko)"
ge340816,"Těšínov (Petříkov, České Budějovice, Česko)"
ge340817,"Těšínov (Protivín, Česko)"
ge340818,Tchořovice (Česko)
ge340819,"Trocnov (Borovany, České Budějovice, Česko)"
ge340820,"Třebanice (Lhenice, Prachatice, Česko)"
ge340821,"Třebeč (Borovany, České Budějovice, Česko)"
ge340822,Třebějice (Česko)
ge340823,"Třebelice (Malšice, Česko)"
ge340824,"Třebín (Dubné, Česko)"
ge340840,Vaduz (Lichtenštejnsko)
ge341093,Nadžaf (Irák)
ge341111,Dolní Nivy (Česko)
ge341112,"Třebohostice (Strakonice, Česko)"
ge341113,"Třebotovice (České Budějovice, Česko)"
ge341114,Třešovice (Česko)
ge341115,"Třísov (Holubov, Česko)"
ge341116,"Třítim (Žimutice, Česko)"
ge341117,"Tuchonice (Žimutice, Česko)"
ge341118,Turovec (Česko)
ge341119,Tvrzice (Česko)
ge341120,"Údolí (Nové Hrady, České Budějovice, Česko)"
ge341121,"Údraž (Albrechtice nad Vltavou, Česko)"
ge341122,"Uhřice (Vlachovo Březí, Česko)"
ge341123,"Újezdec (Jindřichův Hradec, Česko)"
ge341124,"Újezdec (Prachatice, Česko)"
ge341125,Únice (Česko)
ge341126,Úsilné (Česko)
ge341127,"Ústějov (Mladá Vožice, Česko)"
ge341128,Ústrašice (Česko)
ge341129,"Útěšov (Bavorov, Česko)"
ge341130,Uzenice (Česko)
ge341131,Uzeničky (Česko)
ge341132,Vacovice (Česko)
ge341133,"Vadkov (Lhenice, Prachatice, Česko)"
ge341134,Včelná (Česko)
ge341135,"Včelná pod Boubínem (Buk, Prachatice, Česko)"
ge341136,"Velechvín (Lišov, Česko)"
ge341137,"Velké Skaliny (Benešov nad Černou, Česko)"
ge341138,"Velký Pěčín (Dačice, Česko)"
ge341139,Velký Ratmírov (Česko)
ge341140,"Velmovice (Chýnov, Česko)"
ge341141,"Vepice (Kovářov, Písek, Česko)"
ge341142,"Veselka (Trhové Sviny, Česko)"
ge341143,"Větrovy (Tábor, Česko)"
ge341161,Maku (Írán)
ge341175,"Buk (Prachatice, Česko)"
ge341220,Perth (Západní Austrálie)
ge341238,Věžovatá Pláně (Česko)
ge341239,Vícemil (Česko)
ge341240,Vidov (Česko)
ge341241,"Višňová (Jindřichův Hradec, Česko)"
ge341242,Vitějovice (Česko)
ge341243,"Vitice (Krašlovice, Česko)"
ge341244,"Vitín (České Budějovice, Česko)"
ge341245,"Vítkov (Štěkeň, Česko)"
ge341246,Vlastec (Česko)
ge341247,Vlčetínec (Česko)
ge341248,Vlčeves (Česko)
ge341249,"Vlhlavy (Sedlec, České Budějovice, Česko)"
ge341250,"Vlkonice (Vacov, Česko)"
ge341251,"Vlkov (Tábor, Česko)"
ge341252,"Vlkov (České Budějovice, Česko)"
ge341253,"Sídliště Vltava (České Budějovice, Česko)"
ge341254,"Vodice (Lhenice, Prachatice, Česko)"
